Source,Target,Label,Weight,Edge_Type
19,41,ligacao_evento_RN_285,7,Ocorrencia
19,42,ligacao_evento_RN_286,7,Ocorrencia
19,43,ligacao_evento_RN_287,7,Ocorrencia
19,44,ligacao_evento_RN_288,1176,Ocorrencia
19,45,ligacao_evento_RN_289,7,Ocorrencia
19,46,ligacao_evento_RN_290,1176,Ocorrencia
19,47,ligacao_evento_RN_291,1176,Ocorrencia
19,48,ligacao_evento_RN_292,63,Ocorrencia
19,49,ligacao_evento_RN_293,7,Ocorrencia
19,50,ligacao_evento_RN_294,7,Ocorrencia
19,51,ligacao_evento_RN_295,7,Ocorrencia
19,52,ligacao_evento_RN_296,7,Ocorrencia
19,53,ligacao_evento_RN_297,1176,Ocorrencia
19,54,ligacao_evento_RN_298,1176,Ocorrencia
19,55,ligacao_evento_RN_299,7,Ocorrencia
20,28,ligacao_ocorrencia_RO_162,6,Ocorrencia
20,29,ligacao_ocorrencia_RO_163,7,Ocorrencia
20,30,ligacao_ocorrencia_RO_164,17,Ocorrencia
20,31,ligacao_ocorrencia_RO_165,32,Ocorrencia
20,32,ligacao_ocorrencia_RO_166,6,Ocorrencia
20,33,ligacao_ocorrencia_RO_168,5,Ocorrencia
20,36,ligacao_ocorrencia_RO_167,10,Ocorrencia
20,38,ligacao_categoria_RO_43,1,Categoria
20,39,ligacao_categoria_RO_44,203,Categoria
20,40,ligacao_categoria_RO_45,21,Categoria
20,41,ligacao_evento_RO_300,7,Ocorrencia
20,42,ligacao_evento_RO_301,7,Ocorrencia
20,43,ligacao_evento_RO_302,7,Ocorrencia
20,44,ligacao_evento_RO_303,371,Ocorrencia
20,45,ligacao_evento_RO_304,7,Ocorrencia
20,46,ligacao_evento_RO_305,371,Ocorrencia
20,47,ligacao_evento_RO_306,371,Ocorrencia
20,48,ligacao_evento_RO_307,63,Ocorrencia
20,49,ligacao_evento_RO_308,7,Ocorrencia
20,50,ligacao_evento_RO_309,7,Ocorrencia
20,51,ligacao_evento_RO_310,7,Ocorrencia
20,52,ligacao_evento_RO_311,7,Ocorrencia
20,53,ligacao_evento_RO_312,371,Ocorrencia
20,54,ligacao_evento_RO_313,371,Ocorrencia
20,55,ligacao_evento_RO_314,7,Ocorrencia
21,27,ligacao_ocorrencia_RR_169,4,Ocorrencia
21,29,ligacao_ocorrencia_RR_170,1,Ocorrencia
21,30,ligacao_ocorrencia_RR_171,1,Ocorrencia
21,31,ligacao_ocorrencia_RR_172,1,Ocorrencia
21,33,ligacao_ocorrencia_RR_173,1,Ocorrencia
21,39,ligacao_categoria_RR_46,94,Categoria
21,40,ligacao_categoria_RR_47,15,Categoria
21,41,ligacao_evento_RR_315,7,Ocorrencia
21,42,ligacao_evento_RR_316,7,Ocorrencia
21,43,ligacao_evento_RR_317,7,Ocorrencia
21,44,ligacao_evento_RR_318,112,Ocorrencia
21,45,ligacao_evento_RR_319,7,Ocorrencia
21,46,ligacao_evento_RR_320,112,Ocorrencia
21,47,ligacao_evento_RR_321,112,Ocorrencia
21,48,ligacao_evento_RR_322,63,Ocorrencia
21,49,ligacao_evento_RR_323,7,Ocorrencia
21,50,ligacao_evento_RR_324,7,Ocorrencia
21,51,ligacao_evento_RR_325,7,Ocorrencia
21,52,ligacao_evento_RR_326,7,Ocorrencia
21,53,ligacao_evento_RR_327,112,Ocorrencia
21,54,ligacao_evento_RR_328,112,Ocorrencia
21,55,ligacao_evento_RR_329,7,Ocorrencia
22,27,ligacao_ocorrencia_RS_174,179,Ocorrencia
22,28,ligacao_ocorrencia_RS_175,640,Ocorrencia
22,29,ligacao_ocorrencia_RS_177,175,Ocorrencia
22,30,ligacao_ocorrencia_RS_178,131,Ocorrencia
22,31,ligacao_ocorrencia_RS_179,321,Ocorrencia
22,32,ligacao_ocorrencia_RS_180,180,Ocorrencia
22,33,ligacao_ocorrencia_RS_182,37,Ocorrencia
22,34,ligacao_ocorrencia_RS_183,2,Ocorrencia
22,35,ligacao_ocorrencia_RS_176,45,Ocorrencia
22,36,ligacao_ocorrencia_RS_181,9,Ocorrencia
22,39,ligacao_categoria_RS_48,2164,Categoria
22,40,ligacao_categoria_RS_49,65,Categoria
22,41,ligacao_evento_RS_330,7,Ocorrencia
22,42,ligacao_evento_RS_331,7,Ocorrencia
22,43,ligacao_evento_RS_332,7,Ocorrencia
22,44,ligacao_evento_RS_333,3486,Ocorrencia
22,45,ligacao_evento_RS_334,7,Ocorrencia
22,46,ligacao_evento_RS_335,3486,Ocorrencia
22,47,ligacao_evento_RS_336,3486,Ocorrencia
22,48,ligacao_evento_RS_337,63,Ocorrencia
22,49,ligacao_evento_RS_338,7,Ocorrencia
22,50,ligacao_evento_RS_339,7,Ocorrencia
22,51,ligacao_evento_RS_340,7,Ocorrencia
22,52,ligacao_evento_RS_341,7,Ocorrencia
22,53,ligacao_evento_RS_342,3486,Ocorrencia
22,54,ligacao_evento_RS_343,3486,Ocorrencia
22,55,ligacao_evento_RS_344,7,Ocorrencia
23,27,ligacao_ocorrencia_SC_184,63,Ocorrencia
23,28,ligacao_ocorrencia_SC_185,57,Ocorrencia
23,29,ligacao_ocorrencia_SC_187,41,Ocorrencia
23,30,ligacao_ocorrencia_SC_188,12,Ocorrencia
23,31,ligacao_ocorrencia_SC_189,50,Ocorrencia
23,32,ligacao_ocorrencia_SC_190,60,Ocorrencia
23,33,ligacao_ocorrencia_SC_192,5,Ocorrencia
23,34,ligacao_ocorrencia_SC_193,5,Ocorrencia
23,35,ligacao_ocorrencia_SC_186,4,Ocorrencia
23,36,ligacao_ocorrencia_SC_191,31,Ocorrencia
23,39,ligacao_categoria_SC_50,836,Categoria
23,40,ligacao_categoria_SC_51,38,Categoria
23,41,ligacao_evento_SC_345,7,Ocorrencia
23,42,ligacao_evento_SC_346,7,Ocorrencia
23,43,ligacao_evento_SC_347,7,Ocorrencia
23,44,ligacao_evento_SC_348,2072,Ocorrencia
23,45,ligacao_evento_SC_349,7,Ocorrencia
23,46,ligacao_evento_SC_350,2072,Ocorrencia
23,47,ligacao_evento_SC_351,2072,Ocorrencia
23,48,ligacao_evento_SC_352,63,Ocorrencia
23,49,ligacao_evento_SC_353,7,Ocorrencia
23,50,ligacao_evento_SC_354,7,Ocorrencia
23,51,ligacao_evento_SC_355,7,Ocorrencia
23,52,ligacao_evento_SC_356,7,Ocorrencia
23,53,ligacao_evento_SC_357,2072,Ocorrencia
23,54,ligacao_evento_SC_358,2072,Ocorrencia
23,55,ligacao_evento_SC_359,7,Ocorrencia
24,28,ligacao_ocorrencia_SE_194,5,Ocorrencia
24,29,ligacao_ocorrencia_SE_195,7,Ocorrencia
24,30,ligacao_ocorrencia_SE_196,5,Ocorrencia
24,31,ligacao_ocorrencia_SE_197,13,Ocorrencia
24,32,ligacao_ocorrencia_SE_198,2,Ocorrencia
24,33,ligacao_ocorrencia_SE_199,2,Ocorrencia
24,34,ligacao_ocorrencia_SE_200,14,Ocorrencia
24,39,ligacao_categoria_SE_52,34,Categoria
24,40,ligacao_categoria_SE_53,5,Categoria
24,41,ligacao_evento_SE_360,7,Ocorrencia
24,42,ligacao_evento_SE_361,7,Ocorrencia
24,43,ligacao_evento_SE_362,7,Ocorrencia
24,44,ligacao_evento_SE_363,532,Ocorrencia
24,45,ligacao_evento_SE_364,7,Ocorrencia
24,46,ligacao_evento_SE_365,532,Ocorrencia
24,47,ligacao_evento_SE_366,532,Ocorrencia
24,48,ligacao_evento_SE_367,63,Ocorrencia
24,49,ligacao_evento_SE_368,7,Ocorrencia
24,50,ligacao_evento_SE_369,7,Ocorrencia
24,51,ligacao_evento_SE_370,7,Ocorrencia
24,52,ligacao_evento_SE_371,7,Ocorrencia
24,53,ligacao_evento_SE_372,532,Ocorrencia
24,54,ligacao_evento_SE_373,532,Ocorrencia
24,55,ligacao_evento_SE_374,7,Ocorrencia
25,27,ligacao_ocorrencia_SP_201,106,Ocorrencia
25,28,ligacao_ocorrencia_SP_202,149,Ocorrencia
25,29,ligacao_ocorrencia_SP_204,184,Ocorrencia
25,30,ligacao_ocorrencia_SP_205,29,Ocorrencia
25,31,ligacao_ocorrencia_SP_206,55,Ocorrencia
25,32,ligacao_ocorrencia_SP_207,53,Ocorrencia
25,33,ligacao_ocorrencia_SP_209,22,Ocorrencia
25,34,ligacao_ocorrencia_SP_210,9,Ocorrencia
25,35,ligacao_ocorrencia_SP_203,3,Ocorrencia
25,36,ligacao_ocorrencia_SP_208,4,Ocorrencia
25,39,ligacao_categoria_SP_54,569,Categoria
25,40,ligacao_categoria_SP_55,390,Categoria
25,41,ligacao_evento_SP_375,7,Ocorrencia
25,42,ligacao_evento_SP_376,7,Ocorrencia
25,43,ligacao_evento_SP_377,7,Ocorrencia
25,44,ligacao_evento_SP_378,3876,Ocorrencia
25,45,ligacao_evento_SP_379,7,Ocorrencia
25,46,ligacao_evento_SP_380,3876,Ocorrencia
25,47,ligacao_evento_SP_381,3876,Ocorrencia
25,48,ligacao_evento_SP_382,63,Ocorrencia
25,49,ligacao_evento_SP_383,7,Ocorrencia
25,50,ligacao_evento_SP_384,7,Ocorrencia
25,51,ligacao_evento_SP_385,7,Ocorrencia
25,52,ligacao_evento_SP_386,7,Ocorrencia
25,53,ligacao_evento_SP_387,3876,Ocorrencia
25,54,ligacao_evento_SP_388,3876,Ocorrencia
25,55,ligacao_evento_SP_389,7,Ocorrencia
26,27,ligacao_ocorrencia_TO_211,8,Ocorrencia
26,28,ligacao_ocorrencia_TO_212,1,Ocorrencia
26,30,ligacao_ocorrencia_TO_213,4,Ocorrencia
26,31,ligacao_ocorrencia_TO_214,5,Ocorrencia
26,32,ligacao_ocorrencia_TO_215,1,Ocorrencia
26,33,ligacao_ocorrencia_TO_217,2,Ocorrencia
26,36,ligacao_ocorrencia_TO_216,1,Ocorrencia
26,39,ligacao_categoria_TO_56,19,Categoria
26,40,ligacao_categoria_TO_57,14,Categoria
26,41,ligacao_evento_TO_390,7,Ocorrencia
26,42,ligacao_evento_TO_391,7,Ocorrencia
26,43,ligacao_evento_TO_392,7,Ocorrencia
26,44,ligacao_evento_TO_393,980,Ocorrencia
26,45,ligacao_evento_TO_394,7,Ocorrencia
26,46,ligacao_evento_TO_395,980,Ocorrencia
26,47,ligacao_evento_TO_396,980,Ocorrencia
26,48,ligacao_evento_TO_397,63,Ocorrencia
26,49,ligacao_evento_TO_398,7,Ocorrencia
26,50,ligacao_evento_TO_399,7,Ocorrencia
26,51,ligacao_evento_TO_400,7,Ocorrencia
26,52,ligacao_evento_TO_401,7,Ocorrencia
26,53,ligacao_evento_TO_402,980,Ocorrencia
26,54,ligacao_evento_TO_403,980,Ocorrencia
26,55,ligacao_evento_TO_404,7,Ocorrencia
